CENTERS:7
LABEL_DICT:{0= 'BARBUNYA', 1= 'BOMBAY', 2= 'CALI', 3= 'DERMASON', 4= 'HOROZ', 5= 'SEKER', 6= 'SIRA'}
POINTS/LABELS: 
741.226;260.1993305;207.3063941;1.255143777;0.604346666;232.1802944;0.771202186;0.99210329;0.968387491;0.892317032;0.006145618;0.002403378;0.796229686;0.999382735;5
1088.754;370.3681457;237.863792;1.557059789;0.76650688;294.7792042;0.76768279;0.972567406;0.723492282;0.795908632;0.005426878;0.00134333;0.63347055;0.986351522;0
708.716;248.4303303;194.3603238;1.278194672;0.622834724;219.5444288;0.744639836;0.990165307;0.947109324;0.883726349;0.006562509;0.002468999;0.78097226;0.998234581;5
648.385;222.5263095;189.7373793;1.172812181;0.522480157;205.4238989;0.769979556;0.992989184;0.9906854;0.923144321;0.006714127;0.003007791;0.852195437;0.999465189;5
647.57;237.7140308;161.0048485;1.476440201;0.735702549;195.1965506;0.7853094;0.986939745;0.896748339;0.821140216;0.00794366;0.002227767;0.674271254;0.995521186;3
707.978;244.1193992;200.9500838;1.214826063;0.567804979;221.3723489;0.78887067;0.992444949;0.964954791;0.906819981;0.006342576;0.002645634;0.822322477;0.998978778;5
1155.357;452.2914051;254.9645328;1.773938517;0.825967734;337.7455807;0.795772083;0.988579562;0.843425439;0.74674331;0.005048346;0.00096831;0.55762557;0.989193477;2
759.965;251.0375673;215.2179124;1.166434357;0.514794568;232.2899453;0.763585586;0.989239029;0.922090156;0.925319456;0.005923631;0.002678765;0.856216096;0.998719872;5
1735.247;648.1573185;401.698875;1.613540288;0.784795183;509.0678579;0.774879315;0.987803872;0.849431759;0.785407868;0.003184485;0.000747481;0.61686552;0.995337369;1
608.784;225.4924114;154.595717;1.458594169;0.727986314;186.4593227;0.801491092;0.987630208;0.925851832;0.826898437;0.00825798;0.002381564;0.683761026;0.997329846;3
667.768;246.9378447;172.4005594;1.43234944;0.715947953;206.1570663;0.795367899;0.989506136;0.940686669;0.834854077;0.007397778;0.002216784;0.696981329;0.998320817;3
832.392;322.7953758;189.6906534;1.701693626;0.809115354;246.9165899;0.753390604;0.990505347;0.868449343;0.76493224;0.006741195;0.001423667;0.585121332;0.995697241;6
757.604;282.6748516;187.2938924;1.509258246;0.748993688;229.7325671;0.718637309;0.989354846;0.907528679;0.812709605;0.006819494;0.001835158;0.660496902;0.996860397;3
902.24;364.9581306;189.8962923;1.921881287;0.853969235;261.4432859;0.663748764;0.987019673;0.828725261;0.71636515;0.006798266;0.001104373;0.513179028;0.98626917;4
585.498;207.3732686;155.4842351;1.333725368;0.661687716;178.9397331;0.714431818;0.988794086;0.92185472;0.862887171;0.008246114;0.002819974;0.74457427;0.993057592;3
1591.312;590.5548666;379.9937603;1.554117273;0.765486391;471.5234486;0.766365599;0.98636985;0.866554056;0.79844139;0.003381924;0.000847844;0.637508653;0.99076321;1
